oa11cd,all,w,p_w,w_b,p_w_b,w_i,p_w_i,w_g,p_w_g,w_o,p_w_o,m,p_m,m_wbc,p_m_wbc,m_wba,p_m_wba,m_w_a,p_m_w_a,m_o,p_m_o,a,p_a,a_i,p_a_i,a_p,p_a_p,a_b,p_a_b,a_c,p_a_c,a_o,p_a_o,b,p_b,b_a,p_b_a,b_c,p_b_c,b_o,p_b_o,o,p_o,o_a,p_o_a,o_o,p_o_o
E00068986,399,166,41.6,151,37.8,13,3.3,0,0,2,0.5,17,4.3,5,1.3,0,0,9,2.3,3,0.8,200,50.1,147,36.8,31,7.8,12,3,0,0,10,2.5,11,2.8,1,0.3,9,2.3,1,0.3,5,1.3,0,0,5,1.3
E00068987,374,162,43.3,144,38.5,3,0.8,0,0,15,4,27,7.2,12,3.2,3,0.8,3,0.8,9,2.4,156,41.7,104,27.8,30,8,5,1.3,1,0.3,16,4.3,28,7.5,10,2.7,12,3.2,6,1.6,1,0.3,0,0,1,0.3
E00068988,232,119,51.3,111,47.8,2,0.9,0,0,6,2.6,10,4.3,8,3.4,1,0.4,1,0.4,0,0,93,40.1,61,26.3,5,2.2,6,2.6,6,2.6,15,6.5,8,3.4,4,1.7,4,1.7,0,0,2,0.9,1,0.4,1,0.4
E00068989,354,144,40.7,133,37.6,3,0.8,0,0,8,2.3,6,1.7,3,0.8,2,0.6,0,0,1,0.3,180,50.8,149,42.1,9,2.5,1,0.3,0,0,21,5.9,11,3.1,5,1.4,6,1.7,0,0,13,3.7,2,0.6,11,3.1
E00068990,361,124,34.3,120,33.2,1,0.3,0,0,3,0.8,19,5.3,11,3,1,0.3,3,0.8,4,1.1,196,54.3,157,43.5,7,1.9,11,3,0,0,21,5.8,17,4.7,6,1.7,11,3,0,0,5,1.4,3,0.8,2,0.6
E00068991,331,95,28.7,84,25.4,0,0,0,0,11,3.3,8,2.4,0,0,0,0,6,1.8,2,0.6,213,64.4,187,56.5,6,1.8,0,0,0,0,20,6,6,1.8,6,1.8,0,0,0,0,9,2.7,1,0.3,8,2.4
E00068992,377,58,15.4,46,12.2,0,0,0,0,12,3.2,16,4.2,0,0,1,0.3,7,1.9,8,2.1,236,62.6,159,42.2,29,7.7,0,0,1,0.3,47,12.5,42,11.1,30,8,7,1.9,5,1.3,25,6.6,8,2.1,17,4.5
E00068993,293,115,39.2,108,36.9,1,0.3,0,0,6,2,5,1.7,0,0,0,0,5,1.7,0,0,163,55.6,145,49.5,2,0.7,0,0,0,0,16,5.5,8,2.7,8,2.7,0,0,0,0,2,0.7,0,0,2,0.7
E00068994,375,129,34.4,122,32.5,1,0.3,0,0,6,1.6,4,1.1,4,1.1,0,0,0,0,0,0,227,60.5,179,47.7,17,4.5,14,3.7,1,0.3,16,4.3,0,0,0,0,0,0,0,0,15,4,8,2.1,7,1.9
E00068995,318,164,51.6,155,48.7,0,0,0,0,9,2.8,3,0.9,1,0.3,0,0,2,0.6,0,0,146,45.9,125,39.3,11,3.5,0,0,0,0,10,3.1,2,0.6,0,0,2,0.6,0,0,3,0.9,0,0,3,0.9
E00068996,334,118,35.3,112,33.5,3,0.9,0,0,3,0.9,12,3.6,2,0.6,1,0.3,8,2.4,1,0.3,176,52.7,126,37.7,15,4.5,12,3.6,0,0,23,6.9,21,6.3,6,1.8,11,3.3,4,1.2,7,2.1,0,0,7,2.1
E00068997,341,110,32.3,106,31.1,0,0,0,0,4,1.2,21,6.2,10,2.9,0,0,8,2.3,3,0.9,188,55.1,161,47.2,5,1.5,4,1.2,0,0,18,5.3,2,0.6,0,0,2,0.6,0,0,20,5.9,0,0,20,5.9
E00068998,301,166,55.1,154,51.2,1,0.3,0,0,11,3.7,6,2,0,0,3,1,0,0,3,1,97,32.2,66,21.9,16,5.3,8,2.7,1,0.3,6,2,10,3.3,10,3.3,0,0,0,0,22,7.3,11,3.7,11,3.7
E00068999,267,109,40.8,94,35.2,11,4.1,0,0,4,1.5,8,3,3,1.1,0,0,4,1.5,1,0.4,132,49.4,108,40.4,0,0,1,0.4,0,0,23,8.6,12,4.5,5,1.9,4,1.5,3,1.1,6,2.2,1,0.4,5,1.9
E00069000,192,87,45.3,73,38,0,0,0,0,14,7.3,4,2.1,2,1,0,0,1,0.5,1,0.5,61,31.8,43,22.4,1,0.5,0,0,0,0,17,8.9,39,20.3,31,16.1,5,2.6,3,1.6,1,0.5,1,0.5,0,0
E00069001,320,91,28.4,63,19.7,4,1.2,0,0,24,7.5,4,1.2,0,0,0,0,3,0.9,1,0.3,191,59.7,132,41.2,37,11.6,8,2.5,0,0,14,4.4,19,5.9,10,3.1,9,2.8,0,0,15,4.7,8,2.5,7,2.2
E00069002,357,174,48.7,161,45.1,2,0.6,9,2.5,2,0.6,10,2.8,4,1.1,0,0,3,0.8,3,0.8,157,44,107,30,14,3.9,6,1.7,1,0.3,29,8.1,3,0.8,0,0,3,0.8,0,0,13,3.6,6,1.7,7,2
E00069003,369,104,28.2,92,24.9,0,0,0,0,12,3.3,10,2.7,5,1.4,0,0,5,1.4,0,0,229,62.1,196,53.1,6,1.6,4,1.1,0,0,23,6.2,8,2.2,5,1.4,2,0.5,1,0.3,18,4.9,5,1.4,13,3.5
E00069004,411,128,31.1,111,27,3,0.7,1,0.2,13,3.2,11,2.7,0,0,0,0,7,1.7,4,1,238,57.9,177,43.1,27,6.6,16,3.9,1,0.2,17,4.1,12,2.9,10,2.4,2,0.5,0,0,22,5.4,14,3.4,8,1.9
E00069005,391,89,22.8,82,21,1,0.3,0,0,6,1.5,11,2.8,0,0,0,0,11,2.8,0,0,265,67.8,222,56.8,13,3.3,2,0.5,3,0.8,25,6.4,0,0,0,0,0,0,0,0,26,6.6,12,3.1,14,3.6
E00069006,363,110,30.3,102,28.1,3,0.8,4,1.1,1,0.3,12,3.3,2,0.6,1,0.3,9,2.5,0,0,221,60.9,191,52.6,2,0.6,16,4.4,0,0,12,3.3,14,3.9,8,2.2,6,1.7,0,0,6,1.7,6,1.7,0,0
E00069007,324,74,22.8,69,21.3,0,0,0,0,5,1.5,7,2.2,1,0.3,0,0,6,1.9,0,0,214,66,172,53.1,12,3.7,0,0,5,1.5,25,7.7,1,0.3,0,0,1,0.3,0,0,28,8.6,0,0,28,8.6
E00069008,345,83,24.1,70,20.3,1,0.3,0,0,12,3.5,3,0.9,0,0,0,0,1,0.3,2,0.6,256,74.2,207,60,13,3.8,0,0,5,1.4,31,9,1,0.3,0,0,1,0.3,0,0,2,0.6,0,0,2,0.6
E00069009,287,162,56.4,148,51.6,2,0.7,0,0,12,4.2,8,2.8,0,0,0,0,7,2.4,1,0.3,103,35.9,83,28.9,14,4.9,0,0,0,0,6,2.1,12,4.2,4,1.4,8,2.8,0,0,2,0.7,1,0.3,1,0.3
E00069010,348,249,71.6,231,66.4,5,1.4,0,0,13,3.7,12,3.4,5,1.4,2,0.6,3,0.9,2,0.6,74,21.3,64,18.4,5,1.4,0,0,0,0,5,1.4,9,2.6,5,1.4,3,0.9,1,0.3,4,1.1,0,0,4,1.1
E00069011,564,155,27.5,147,26.1,1,0.2,0,0,7,1.2,7,1.2,1,0.2,0,0,6,1.1,0,0,341,60.5,259,45.9,34,6,11,2,0,0,37,6.6,12,2.1,9,1.6,3,0.5,0,0,49,8.7,23,4.1,26,4.6
E00069012,286,90,31.5,80,28,5,1.7,0,0,5,1.7,0,0,0,0,0,0,0,0,0,0,164,57.3,108,37.8,18,6.3,3,1,0,0,35,12.2,22,7.7,12,4.2,8,2.8,2,0.7,10,3.5,0,0,10,3.5
E00069013,555,221,39.8,206,37.1,1,0.2,2,0.4,12,2.2,25,4.5,5,0.9,7,1.3,10,1.8,3,0.5,261,47,194,35,24,4.3,18,3.2,3,0.5,22,4,26,4.7,8,1.4,10,1.8,8,1.4,22,4,19,3.4,3,0.5
E00069014,316,109,34.5,104,32.9,4,1.3,0,0,1,0.3,5,1.6,4,1.3,0,0,0,0,1,0.3,186,58.9,160,50.6,13,4.1,4,1.3,0,0,9,2.8,7,2.2,0,0,7,2.2,0,0,9,2.8,0,0,9,2.8
E00069015,330,92,27.9,87,26.4,0,0,0,0,5,1.5,5,1.5,1,0.3,0,0,0,0,4,1.2,216,65.5,174,52.7,15,4.5,6,1.8,0,0,21,6.4,5,1.5,5,1.5,0,0,0,0,12,3.6,0,0,12,3.6
E00069016,297,268,90.2,264,88.9,0,0,0,0,4,1.3,11,3.7,8,2.7,0,0,3,1,0,0,6,2,5,1.7,0,0,0,0,0,0,1,0.3,12,4,10,3.4,2,0.7,0,0,0,0,0,0,0,0
E00069017,305,264,86.6,253,83,4,1.3,0,0,7,2.3,9,3,7,2.3,0,0,2,0.7,0,0,21,6.9,11,3.6,0,0,0,0,2,0.7,8,2.6,11,3.6,6,2,4,1.3,1,0.3,0,0,0,0,0,0
E00069018,354,304,85.9,299,84.5,2,0.6,0,0,3,0.8,17,4.8,14,4,0,0,1,0.3,2,0.6,16,4.5,9,2.5,1,0.3,1,0.3,0,0,5,1.4,17,4.8,5,1.4,10,2.8,2,0.6,0,0,0,0,0,0
E00069019,304,281,92.4,265,87.2,9,3,0,0,7,2.3,10,3.3,2,0.7,7,2.3,1,0.3,0,0,1,0.3,1,0.3,0,0,0,0,0,0,0,0,12,3.9,9,3,1,0.3,2,0.7,0,0,0,0,0,0
E00069020,377,325,86.2,314,83.3,5,1.3,0,0,6,1.6,16,4.2,10,2.7,2,0.5,4,1.1,0,0,17,4.5,9,2.4,0,0,0,0,3,0.8,5,1.3,17,4.5,13,3.4,4,1.1,0,0,2,0.5,0,0,2,0.5
E00069021,363,289,79.6,269,74.1,2,0.6,0,0,18,5,16,4.4,9,2.5,2,0.6,2,0.6,3,0.8,13,3.6,6,1.7,5,1.4,0,0,1,0.3,1,0.3,42,11.6,23,6.3,11,3,8,2.2,3,0.8,0,0,3,0.8
E00069022,383,294,76.8,277,72.3,4,1,0,0,13,3.4,15,3.9,7,1.8,1,0.3,2,0.5,5,1.3,62,16.2,46,12,1,0.3,0,0,0,0,15,3.9,2,0.5,0,0,1,0.3,1,0.3,10,2.6,1,0.3,9,2.3
E00069023,286,270,94.4,260,90.9,3,1,0,0,7,2.4,8,2.8,5,1.7,0,0,3,1,0,0,6,2.1,6,2.1,0,0,0,0,0,0,0,0,1,0.3,0,0,0,0,1,0.3,1,0.3,1,0.3,0,0
E00069024,217,203,93.5,194,89.4,0,0,1,0.5,8,3.7,10,4.6,8,3.7,0,0,2,0.9,0,0,4,1.8,1,0.5,0,0,3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00069026,346,318,91.9,307,88.7,0,0,8,2.3,3,0.9,10,2.9,8,2.3,1,0.3,1,0.3,0,0,17,4.9,2,0.6,7,2,0,0,1,0.3,7,2,1,0.3,0,0,1,0.3,0,0,0,0,0,0,0,0
E00069027,439,397,90.4,387,88.2,4,0.9,2,0.5,4,0.9,10,2.3,8,1.8,0,0,2,0.5,0,0,9,2.1,7,1.6,1,0.2,0,0,0,0,1,0.2,21,4.8,10,2.3,9,2.1,2,0.5,2,0.5,0,0,2,0.5
E00069028,233,220,94.4,217,93.1,2,0.9,0,0,1,0.4,10,4.3,9,3.9,0,0,1,0.4,0,0,2,0.9,0,0,1,0.4,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0,1,0.4
E00069029,307,279,90.9,256,83.4,6,2,0,0,17,5.5,17,5.5,9,2.9,2,0.7,5,1.6,1,0.3,7,2.3,1,0.3,0,0,0,0,0,0,6,2,2,0.7,0,0,2,0.7,0,0,2,0.7,0,0,2,0.7
E00069030,487,375,77,349,71.7,6,1.2,4,0.8,16,3.3,25,5.1,6,1.2,2,0.4,13,2.7,4,0.8,14,2.9,13,2.7,0,0,0,0,0,0,1,0.2,52,10.7,33,6.8,15,3.1,4,0.8,21,4.3,1,0.2,20,4.1
E00069031,375,278,74.1,262,69.9,5,1.3,0,0,11,2.9,25,6.7,11,2.9,3,0.8,2,0.5,9,2.4,14,3.7,1,0.3,12,3.2,0,0,0,0,1,0.3,56,14.9,32,8.5,11,2.9,13,3.5,2,0.5,0,0,2,0.5
E00069032,388,305,78.6,286,73.7,1,0.3,4,1,14,3.6,30,7.7,23,5.9,0,0,4,1,3,0.8,19,4.9,14,3.6,0,0,0,0,0,0,5,1.3,33,8.5,19,4.9,6,1.5,8,2.1,1,0.3,0,0,1,0.3
E00069033,237,227,95.8,220,92.8,5,2.1,0,0,2,0.8,2,0.8,1,0.4,1,0.4,0,0,0,0,4,1.7,4,1.7,0,0,0,0,0,0,0,0,3,1.3,2,0.8,1,0.4,0,0,1,0.4,0,0,1,0.4
E00069034,280,245,87.5,233,83.2,4,1.4,0,0,8,2.9,14,5,6,2.1,3,1.1,3,1.1,2,0.7,3,1.1,3,1.1,0,0,0,0,0,0,0,0,18,6.4,16,5.7,0,0,2,0.7,0,0,0,0,0,0
E00069035,233,211,90.6,204,87.6,3,1.3,1,0.4,3,1.3,19,8.2,15,6.4,0,0,1,0.4,3,1.3,3,1.3,2,0.9,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00069036,242,221,91.3,217,89.7,0,0,0,0,4,1.7,9,3.7,3,1.2,0,0,6,2.5,0,0,1,0.4,1,0.4,0,0,0,0,0,0,0,0,9,3.7,8,3.3,0,0,1,0.4,2,0.8,0,0,2,0.8
E00069037,233,213,91.4,205,88,4,1.7,0,0,4,1.7,8,3.4,2,0.9,1,0.4,5,2.1,0,0,2,0.9,0,0,0,0,0,0,0,0,2,0.9,10,4.3,8,3.4,1,0.4,1,0.4,0,0,0,0,0,0
E00069038,306,283,92.5,274,89.5,1,0.3,0,0,8,2.6,6,2,4,1.3,0,0,2,0.7,0,0,5,1.6,5,1.6,0,0,0,0,0,0,0,0,11,3.6,8,2.6,3,1,0,0,1,0.3,0,0,1,0.3
E00069039,222,201,90.5,197,88.7,3,1.4,0,0,1,0.5,8,3.6,5,2.3,0,0,1,0.5,2,0.9,8,3.6,2,0.9,0,0,0,0,0,0,6,2.7,5,2.3,4,1.8,0,0,1,0.5,0,0,0,0,0,0
E00069040,320,277,86.6,261,81.6,3,0.9,0,0,13,4.1,16,5,9,2.8,3,0.9,2,0.6,2,0.6,13,4.1,5,1.6,5,1.6,0,0,1,0.3,2,0.6,13,4.1,8,2.5,5,1.6,0,0,1,0.3,0,0,1,0.3
E00069041,334,267,79.9,251,75.1,2,0.6,0,0,14,4.2,30,9,12,3.6,5,1.5,6,1.8,7,2.1,18,5.4,11,3.3,4,1.2,0,0,0,0,3,0.9,19,5.7,12,3.6,2,0.6,5,1.5,0,0,0,0,0,0
E00069042,282,254,90.1,241,85.5,3,1.1,0,0,10,3.5,14,5,8,2.8,2,0.7,3,1.1,1,0.4,6,2.1,6,2.1,0,0,0,0,0,0,0,0,8,2.8,5,1.8,3,1.1,0,0,0,0,0,0,0,0
E00069043,329,294,89.4,289,87.8,3,0.9,0,0,2,0.6,17,5.2,5,1.5,3,0.9,7,2.1,2,0.6,9,2.7,0,0,5,1.5,0,0,2,0.6,2,0.6,9,2.7,7,2.1,1,0.3,1,0.3,0,0,0,0,0,0
E00069044,250,229,91.6,220,88,1,0.4,0,0,8,3.2,4,1.6,4,1.6,0,0,0,0,0,0,3,1.2,1,0.4,0,0,0,0,2,0.8,0,0,14,5.6,14,5.6,0,0,0,0,0,0,0,0,0,0
E00069045,249,212,85.1,202,81.1,1,0.4,0,0,9,3.6,2,0.8,2,0.8,0,0,0,0,0,0,5,2,5,2,0,0,0,0,0,0,0,0,26,10.4,25,10,1,0.4,0,0,4,1.6,0,0,4,1.6
E00069046,329,288,87.5,271,82.4,6,1.8,5,1.5,6,1.8,12,3.6,6,1.8,0,0,4,1.2,2,0.6,12,3.6,5,1.5,5,1.5,0,0,1,0.3,1,0.3,17,5.2,16,4.9,1,0.3,0,0,0,0,0,0,0,0
E00069047,303,281,92.7,262,86.5,2,0.7,0,0,17,5.6,14,4.6,8,2.6,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3,3,1,1,0.3,0,0,4,1.3,0,0,4,1.3
E00069048,289,278,96.2,275,95.2,0,0,0,0,3,1,4,1.4,3,1,0,0,0,0,1,0.3,6,2.1,6,2.1,0,0,0,0,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0
E00069049,186,170,91.4,162,87.1,7,3.8,0,0,1,0.5,5,2.7,2,1.1,0,0,0,0,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,10,5.4,9,4.8,1,0.5,0,0,1,0.5,0,0,1,0.5
E00069050,290,266,91.7,252,86.9,4,1.4,0,0,10,3.4,11,3.8,8,2.8,0,0,1,0.3,2,0.7,1,0.3,0,0,0,0,0,0,0,0,1,0.3,11,3.8,11,3.8,0,0,0,0,1,0.3,1,0.3,0,0
E00069051,230,215,93.5,206,89.6,4,1.7,0,0,5,2.2,5,2.2,1,0.4,2,0.9,0,0,2,0.9,2,0.9,1,0.4,0,0,0,0,0,0,1,0.4,8,3.5,8,3.5,0,0,0,0,0,0,0,0,0,0
E00069052,293,268,91.5,260,88.7,6,2,0,0,2,0.7,10,3.4,8,2.7,0,0,1,0.3,1,0.3,12,4.1,0,0,5,1.7,5,1.7,1,0.3,1,0.3,3,1,2,0.7,1,0.3,0,0,0,0,0,0,0,0
E00069053,367,253,68.9,237,64.6,0,0,0,0,16,4.4,7,1.9,1,0.3,1,0.3,2,0.5,3,0.8,81,22.1,67,18.3,10,2.7,0,0,0,0,4,1.1,16,4.4,8,2.2,6,1.6,2,0.5,10,2.7,1,0.3,9,2.5
E00069055,443,353,79.7,285,64.3,5,1.1,0,0,63,14.2,27,6.1,11,2.5,3,0.7,9,2,4,0.9,42,9.5,32,7.2,0,0,0,0,10,2.3,0,0,21,4.7,13,2.9,5,1.1,3,0.7,0,0,0,0,0,0
E00069056,297,261,87.9,217,73.1,7,2.4,0,0,37,12.5,19,6.4,14,4.7,0,0,4,1.3,1,0.3,12,4,8,2.7,0,0,0,0,2,0.7,2,0.7,3,1,1,0.3,2,0.7,0,0,2,0.7,1,0.3,1,0.3
E00069057,384,254,66.1,154,40.1,1,0.3,0,0,99,25.8,25,6.5,11,2.9,1,0.3,7,1.8,6,1.6,64,16.7,30,7.8,3,0.8,0,0,17,4.4,14,3.6,32,8.3,22,5.7,0,0,10,2.6,9,2.3,5,1.3,4,1
E00069058,268,194,72.4,155,57.8,6,2.2,0,0,33,12.3,18,6.7,6,2.2,1,0.4,2,0.7,9,3.4,34,12.7,19,7.1,1,0.4,3,1.1,2,0.7,9,3.4,22,8.2,17,6.3,4,1.5,1,0.4,0,0,0,0,0,0
E00069059,384,289,75.3,195,50.8,4,1,0,0,90,23.4,19,4.9,7,1.8,1,0.3,7,1.8,4,1,42,10.9,36,9.4,5,1.3,0,0,0,0,1,0.3,27,7,16,4.2,8,2.1,3,0.8,7,1.8,1,0.3,6,1.6
E00069060,346,261,75.4,196,56.6,5,1.4,0,0,60,17.3,16,4.6,7,2,1,0.3,4,1.2,4,1.2,36,10.4,14,4,5,1.4,0,0,10,2.9,7,2,32,9.2,17,4.9,7,2,8,2.3,1,0.3,1,0.3,0,0
E00069061,291,217,74.6,161,55.3,2,0.7,1,0.3,53,18.2,26,8.9,9,3.1,8,2.7,2,0.7,7,2.4,13,4.5,7,2.4,2,0.7,0,0,1,0.3,3,1,21,7.2,13,4.5,0,0,8,2.7,14,4.8,1,0.3,13,4.5
E00069063,264,196,74.2,187,70.8,1,0.4,0,0,8,3,8,3,3,1.1,0,0,2,0.8,3,1.1,50,18.9,44,16.7,0,0,0,0,0,0,6,2.3,10,3.8,3,1.1,6,2.3,1,0.4,0,0,0,0,0,0
E00069064,360,300,83.3,277,76.9,3,0.8,0,0,20,5.6,11,3.1,7,1.9,0,0,0,0,4,1.1,37,10.3,20,5.6,4,1.1,3,0.8,1,0.3,9,2.5,12,3.3,6,1.7,6,1.7,0,0,0,0,0,0,0,0
E00069065,346,203,58.7,202,58.4,1,0.3,0,0,0,0,2,0.6,2,0.6,0,0,0,0,0,0,130,37.6,121,35,0,0,0,0,1,0.3,8,2.3,4,1.2,0,0,4,1.2,0,0,7,2,5,1.4,2,0.6
E00069066,278,233,83.8,218,78.4,3,1.1,0,0,12,4.3,6,2.2,5,1.8,0,0,0,0,1,0.4,35,12.6,32,11.5,0,0,0,0,1,0.4,2,0.7,3,1.1,0,0,3,1.1,0,0,1,0.4,0,0,1,0.4
E00069067,225,184,81.8,171,76,6,2.7,0,0,7,3.1,8,3.6,7,3.1,1,0.4,0,0,0,0,21,9.3,14,6.2,0,0,0,0,0,0,7,3.1,7,3.1,0,0,7,3.1,0,0,5,2.2,1,0.4,4,1.8
